sample_index,received_timestamp_sec,source_timestamp_sec,Fx,Fy,Fz,user_number,object_diameter_mm,task_performed,trial_number,sensor_number,finger_name,topic,raw_msg_length
,,1781121149.698980093,0.827937704,0.003329238,-1.327400731,,,,,,,,
,,1781121149.717879057,0.720383027,0.108009266,-1.222485324,,,,,,,,
,,1781121149.734475613,0.656372906,0.224363021,-1.185155019,,,,,,,,
,,1781121149.751070499,0.653098175,0.311486489,-1.188110874,,,,,,,,
,,1781121149.767966986,0.648419153,0.302671611,-1.189581301,,,,,,,,
,,1781121149.784500360,0.609159808,0.288910658,-1.179990534,,,,,,,,
,,1781121149.801104546,0.601324066,0.286865894,-1.285112583,,,,,,,,
,,1781121149.817771196,0.620662941,0.331522592,-1.369451397,,,,,,,,
,,1781121149.834445000,0.413277045,0.371398140,-1.383461527,,,,,,,,
,,1781121149.851224899,0.443078168,0.286170427,-1.468192762,,,,,,,,
,,1781121149.867880106,0.360117539,0.328220569,-1.497759173,,,,,,,,
,,1781121149.884593248,0.439801330,0.368907177,-1.552589947,,,,,,,,
,,1781121149.900141716,0.534968047,0.397330840,-1.641758933,,,,,,,,
,,1781121149.916152477,0.606883035,0.453394340,-1.711847337,,,,,,,,
,,1781121149.934499741,0.561567793,0.522315959,-1.792164397,,,,,,,,
,,1781121149.951254845,0.587452441,0.509394687,-1.900076164,,,,,,,,
,,1781121149.967930555,0.588006303,0.511367377,-2.023130696,,,,,,,,
,,1781121149.984478712,0.622055253,0.534750285,-2.130620655,,,,,,,,
,,1781121150.001251698,0.632725681,0.579803451,-2.121436526,,,,,,,,
,,1781121150.017688036,0.433275215,0.798610972,-1.897815979,,,,,,,,
,,1781121150.034290314,0.367340670,0.992359442,-1.783065648,,,,,,,,
,,1781121150.051158905,0.396703114,0.932290328,-1.881884646,,,,,,,,
,,1781121150.068056107,0.364013392,0.804574693,-1.885010423,,,,,,,,
,,1781121150.084416866,0.309571555,0.728378959,-1.808193273,,,,,,,,
,,1781121150.101213455,0.386074398,0.682649695,-1.757692420,,,,,,,,
,,1781121150.117875338,0.464738703,0.679866151,-1.617404929,,,,,,,,
,,1781121150.134464502,0.484399901,0.713891661,-1.474290647,,,,,,,,
,,1781121150.151004314,0.420475545,0.774010487,-1.284192446,,,,,,,,
,,1781121150.166753769,0.336743283,0.939368327,-1.197989138,,,,,,,,
,,1781121150.184488297,0.349310605,1.172592232,-1.122676917,,,,,,,,
,,1781121150.201350451,0.416798246,1.401194406,-1.089380112,,,,,,,,
,,1781121150.217838526,0.413485516,1.665646247,-1.010877925,,,,,,,,
,,1781121150.234496832,0.381275425,1.952893086,-0.949788151,,,,,,,,
,,1781121150.251198769,0.319727155,2.172929766,-0.901481735,,,,,,,,
,,1781121150.267848969,0.146962551,2.447745189,-0.644977031,,,,,,,,
,,1781121150.284465790,-0.014322175,2.376616229,-0.377270916,,,,,,,,
,,1781121150.301040888,-0.039044793,2.076587466,-0.319953568,,,,,,,,
,,1781121150.317835331,-0.211459560,1.879982171,-0.222545082,,,,,,,,
,,1781121150.334534883,-0.371822210,1.768276620,-0.161675951,,,,,,,,
,,1781121150.351151705,-0.411719389,1.783661665,-0.098196064,,,,,,,,
,,1781121150.367953777,-0.274656126,1.690651897,-0.230283462,,,,,,,,
,,1781121150.384465694,0.060400877,1.539158242,-0.518551840,,,,,,,,
,,1781121150.400484085,0.290117700,1.388816195,-0.717160182,,,,,,,,
,,1781121150.415217400,0.337611570,1.179625694,-0.758192020,,,,,,,,
,,1781121150.434456825,0.320657788,0.990909635,-0.734911192,,,,,,,,
,,1781121150.451219559,0.319373842,0.855455189,-0.741838073,,,,,,,,
,,1781121150.467939854,0.354597300,0.736365168,-0.730558349,,,,,,,,
,,1781121150.484598160,0.350886229,0.628814633,-0.706222953,,,,,,,,
,,1781121150.501236439,0.401563995,0.516892004,-0.759432793,,,,,,,,
,,1781121150.517916441,0.401992515,0.398056861,-0.812954552,,,,,,,,
,,1781121150.534425020,0.399852290,0.322166625,-0.882080659,,,,,,,,
,,1781121150.551231623,0.404982171,0.270384491,-0.933829443,,,,,,,,
,,1781121150.567935467,0.362305683,0.328573340,-0.966986219,,,,,,,,
,,1781121150.584442139,0.332552346,0.429190667,-1.025475674,,,,,,,,
